ldw,rho,floor,engine,n_test,flagged,regions,tp_reg,tp_qtn,n_qtn,n_qtn_legacy,prec,rec,cell,tag,env
0.05,0.65,1,lfm,65181,311,310,11,11,38,36,0.0354838709677419,0.289473684210526,V0.5_c2,bgs,3
0.05,0.65,2,emx,35440,170,169,8,8,38,36,0.0473372781065089,0.210526315789474,V0.5_c2,bgs,3
0.05,0.65,2,lfm,35440,345,344,11,11,38,36,0.0319767441860465,0.289473684210526,V0.5_c2,bgs,3
0.05,0.65,5,emx,15813,183,182,7,7,38,36,0.0384615384615385,0.184210526315789,V0.5_c2,bgs,3
0.05,0.65,5,lfm,15813,337,336,10,10,38,36,0.0297619047619048,0.263157894736842,V0.5_c2,bgs,3
0.0125,0.35,1,emx,62171,3,3,0,0,37,31,0,0,V0.5_c2,bgs,4
0.0125,0.35,1,lfm,62171,112,111,11,14,37,31,0.0990990990990991,0.378378378378378,V0.5_c2,bgs,4
0.0125,0.35,2,emx,31514,6,6,0,0,37,31,0,0,V0.5_c2,bgs,4
0.0125,0.35,2,lfm,31514,123,122,11,14,37,31,0.0901639344262295,0.378378378378378,V0.5_c2,bgs,4
0.0125,0.35,5,emx,13402,9,9,0,0,37,31,0,0,V0.5_c2,bgs,4
0.0125,0.35,5,lfm,13402,128,127,13,17,37,31,0.102362204724409,0.45945945945946,V0.5_c2,bgs,4
0.0125,0.5,1,emx,54540,3,3,0,0,37,31,0,0,V0.5_c2,bgs,4
0.0125,0.5,1,lfm,54540,109,106,11,14,37,31,0.10377358490566,0.378378378378378,V0.5_c2,bgs,4
0.0125,0.5,2,emx,26579,5,5,0,0,37,31,0,0,V0.5_c2,bgs,4
0.0125,0.5,2,lfm,26579,125,122,12,15,37,31,0.0983606557377049,0.405405405405405,V0.5_c2,bgs,4
0.0125,0.5,5,emx,12086,3,3,0,0,37,31,0,0,V0.5_c2,bgs,4
0.0125,0.5,5,lfm,12086,127,124,13,17,37,31,0.104838709677419,0.45945945945946,V0.5_c2,bgs,4
0.0125,0.65,1,emx,44918,3,3,0,0,37,31,0,0,V0.5_c2,bgs,4
0.0125,0.65,1,lfm,44918,111,108,11,14,37,31,0.101851851851852,0.378378378378378,V0.5_c2,bgs,4
0.0125,0.65,2,emx,22499,5,5,0,0,37,31,0,0,V0.5_c2,bgs,4
0.0125,0.65,2,lfm,22499,122,119,11,14,37,31,0.092436974789916,0.378378378378378,V0.5_c2,bgs,4
0.0125,0.65,5,emx,10760,4,4,0,0,37,31,0,0,V0.5_c2,bgs,4
0.0125,0.65,5,lfm,10760,128,125,13,17,37,31,0.104,0.45945945945946,V0.5_c2,bgs,4
0.025,0.35,1,emx,64654,3,3,0,0,37,31,0,0,V0.5_c2,bgs,4
0.025,0.35,1,lfm,64654,119,119,10,13,37,31,0.0840336134453782,0.351351351351351,V0.5_c2,bgs,4
0.025,0.35,2,emx,33620,6,6,0,0,37,31,0,0,V0.5_c2,bgs,4
0.025,0.35,2,lfm,33620,125,125,10,13,37,31,0.08,0.351351351351351,V0.5_c2,bgs,4
0.025,0.35,5,emx,14368,4,4,0,0,37,31,0,0,V0.5_c2,bgs,4
0.025,0.35,5,lfm,14368,140,139,13,17,37,31,0.0935251798561151,0.45945945945946,V0.5_c2,bgs,4
0.025,0.5,1,emx,61123,3,3,0,0,37,31,0,0,V0.5_c2,bgs,4
0.025,0.5,1,lfm,61123,114,113,10,13,37,31,0.0884955752212389,0.351351351351351,V0.5_c2,bgs,4
0.025,0.5,2,emx,31321,6,6,0,0,37,31,0,0,V0.5_c2,bgs,4
0.025,0.5,2,lfm,31321,121,120,10,13,37,31,0.0833333333333333,0.351351351351351,V0.5_c2,bgs,4
0.025,0.5,5,emx,13662,4,4,0,0,37,31,0,0,V0.5_c2,bgs,4
0.025,0.5,5,lfm,13662,136,134,12,16,37,31,0.0895522388059701,0.432432432432432,V0.5_c2,bgs,4
0.025,0.65,1,emx,56654,2,2,0,0,37,31,0,0,V0.5_c2,bgs,4
0.025,0.65,1,lfm,56654,110,108,10,13,37,31,0.0925925925925926,0.351351351351351,V0.5_c2,bgs,4
0.025,0.65,2,emx,29389,5,5,0,0,37,31,0,0,V0.5_c2,bgs,4
0.025,0.65,2,lfm,29389,120,118,10,13,37,31,0.0847457627118644,0.351351351351351,V0.5_c2,bgs,4
0.025,0.65,5,emx,13000,7,7,0,0,37,31,0,0,V0.5_c2,bgs,4
0.025,0.65,5,lfm,13000,134,131,12,16,37,31,0.0916030534351145,0.432432432432432,V0.5_c2,bgs,4
0.05,0.35,1,emx,67705,3,3,0,0,37,31,0,0,V0.5_c2,bgs,4
0.05,0.35,1,lfm,67705,208,208,11,13,37,31,0.0528846153846154,0.351351351351351,V0.5_c2,bgs,4
0.05,0.35,2,emx,36388,14,14,1,2,37,31,0.0714285714285714,0.0540540540540541,V0.5_c2,bgs,4
0.05,0.35,2,lfm,36388,235,235,13,15,37,31,0.0553191489361702,0.405405405405405,V0.5_c2,bgs,4
0.05,0.35,5,emx,16044,57,57,3,4,37,31,0.0526315789473684,0.108108108108108,V0.5_c2,bgs,4
0.05,0.35,5,lfm,16044,236,234,12,14,37,31,0.0512820512820513,0.378378378378378,V0.5_c2,bgs,4
0.05,0.5,1,emx,67162,3,3,0,0,37,31,0,0,V0.5_c2,bgs,4
0.05,0.5,1,lfm,67162,208,208,11,13,37,31,0.0528846153846154,0.351351351351351,V0.5_c2,bgs,4
0.05,0.5,2,emx,36053,10,10,0,0,37,31,0,0,V0.5_c2,bgs,4
0.05,0.5,2,lfm,36053,235,235,13,15,37,31,0.0553191489361702,0.405405405405405,V0.5_c2,bgs,4
0.05,0.5,5,emx,15965,57,57,3,4,37,31,0.0526315789473684,0.108108108108108,V0.5_c2,bgs,4
0.05,0.5,5,lfm,15965,235,233,12,14,37,31,0.0515021459227468,0.378378378378378,V0.5_c2,bgs,4
0.05,0.65,1,emx,66415,3,3,0,0,37,31,0,0,V0.5_c2,bgs,4
0.05,0.65,1,lfm,66415,207,206,11,13,37,31,0.0533980582524272,0.351351351351351,V0.5_c2,bgs,4
0.05,0.65,2,emx,35808,10,10,0,0,37,31,0,0,V0.5_c2,bgs,4
0.05,0.65,2,lfm,35808,234,233,13,15,37,31,0.055793991416309,0.405405405405405,V0.5_c2,bgs,4
0.05,0.65,5,emx,15929,49,49,3,4,37,31,0.0612244897959184,0.108108108108108,V0.5_c2,bgs,4
0.05,0.65,5,lfm,15929,232,230,12,14,37,31,0.0521739130434783,0.378378378378378,V0.5_c2,bgs,4
0.0125,0.35,1,emx,62313,1,1,0,0,30,30,0,0,V0.5_c2,bgs,5
0.0125,0.35,1,lfm,62313,148,145,11,12,30,30,0.0758620689655172,0.4,V0.5_c2,bgs,5
0.0125,0.35,2,emx,31442,3,3,0,0,30,30,0,0,V0.5_c2,bgs,5
0.0125,0.35,2,lfm,31442,156,153,12,13,30,30,0.0784313725490196,0.433333333333333,V0.5_c2,bgs,5
0.0125,0.35,5,emx,13412,8,8,0,0,30,30,0,0,V0.5_c2,bgs,5
0.0125,0.35,5,lfm,13412,179,176,12,13,30,30,0.0681818181818182,0.433333333333333,V0.5_c2,bgs,5
0.0125,0.5,1,emx,54540,1,1,0,0,30,30,0,0,V0.5_c2,bgs,5
0.0125,0.5,1,lfm,54540,133,130,10,11,30,30,0.0769230769230769,0.366666666666667,V0.5_c2,bgs,5
0.0125,0.5,2,emx,26388,3,3,0,0,30,30,0,0,V0.5_c2,bgs,5
0.0125,0.5,2,lfm,26388,145,142,12,13,30,30,0.0845070422535211,0.433333333333333,V0.5_c2,bgs,5
0.0125,0.5,5,emx,12088,4,4,0,0,30,30,0,0,V0.5_c2,bgs,5
0.0125,0.5,5,lfm,12088,161,158,13,14,30,30,0.0822784810126582,0.466666666666667,V0.5_c2,bgs,5
0.0125,0.65,1,emx,44628,2,2,0,0,30,30,0,0,V0.5_c2,bgs,5
0.0125,0.65,1,lfm,44628,130,127,12,13,30,30,0.0944881889763779,0.433333333333333,V0.5_c2,bgs,5
0.0125,0.65,2,emx,22178,3,3,0,0,30,30,0,0,V0.5_c2,bgs,5
0.0125,0.65,2,lfm,22178,139,136,13,14,30,30,0.0955882352941176,0.466666666666667,V0.5_c2,bgs,5
0.0125,0.65,5,emx,10749,4,4,0,0,30,30,0,0,V0.5_c2,bgs,5
0.0125,0.65,5,lfm,10749,156,152,14,15,30,30,0.0921052631578947,0.5,V0.5_c2,bgs,5
0.025,0.35,1,emx,64824,1,1,0,0,30,30,0,0,V0.5_c2,bgs,5
0.025,0.35,1,lfm,64824,182,179,10,10,30,30,0.0558659217877095,0.333333333333333,V0.5_c2,bgs,5
0.025,0.35,2,emx,33596,5,5,0,0,30,30,0,0,V0.5_c2,bgs,5
0.025,0.35,2,lfm,33596,195,192,11,11,30,30,0.0572916666666667,0.366666666666667,V0.5_c2,bgs,5
0.025,0.35,5,emx,14444,13,13,2,2,30,30,0.153846153846154,0.0666666666666667,V0.5_c2,bgs,5
0.025,0.35,5,lfm,14444,217,214,11,11,30,30,0.0514018691588785,0.366666666666667,V0.5_c2,bgs,5
0.025,0.5,1,emx,61060,1,1,0,0,30,30,0,0,V0.5_c2,bgs,5
0.025,0.5,1,lfm,61060,173,169,11,11,30,30,0.0650887573964497,0.366666666666667,V0.5_c2,bgs,5
0.025,0.5,2,emx,31073,5,5,0,0,30,30,0,0,V0.5_c2,bgs,5
0.025,0.5,2,lfm,31073,180,176,13,13,30,30,0.0738636363636364,0.433333333333333,V0.5_c2,bgs,5
0.025,0.5,5,emx,13672,13,13,2,2,30,30,0.153846153846154,0.0666666666666667,V0.5_c2,bgs,5
0.025,0.5,5,lfm,13672,206,202,13,13,30,30,0.0643564356435644,0.433333333333333,V0.5_c2,bgs,5
0.025,0.65,1,emx,56387,1,1,0,0,30,30,0,0,V0.5_c2,bgs,5
0.025,0.65,1,lfm,56387,163,159,10,10,30,30,0.0628930817610063,0.333333333333333,V0.5_c2,bgs,5
0.025,0.65,2,emx,28997,1,1,0,0,30,30,0,0,V0.5_c2,bgs,5
0.025,0.65,2,lfm,28997,172,168,13,13,30,30,0.0773809523809524,0.433333333333333,V0.5_c2,bgs,5
0.025,0.65,5,emx,12944,3,3,0,0,30,30,0,0,V0.5_c2,bgs,5
0.025,0.65,5,lfm,12944,197,193,13,13,30,30,0.0673575129533679,0.433333333333333,V0.5_c2,bgs,5
0.05,0.35,1,emx,67689,7,7,0,0,30,30,0,0,V0.5_c2,bgs,5
0.05,0.35,1,lfm,67689,333,331,9,9,30,30,0.027190332326284,0.3,V0.5_c2,bgs,5
0.05,0.35,2,emx,36198,12,12,0,0,30,30,0,0,V0.5_c2,bgs,5
0.05,0.35,2,lfm,36198,377,375,10,10,30,30,0.0266666666666667,0.333333333333333,V0.5_c2,bgs,5
0.05,0.35,5,emx,16030,57,57,1,1,30,30,0.0175438596491228,0.0333333333333333,V0.5_c2,bgs,5
0.05,0.35,5,lfm,16030,379,376,10,10,30,30,0.0265957446808511,0.333333333333333,V0.5_c2,bgs,5
0.05,0.5,1,emx,67135,7,7,0,0,30,30,0,0,V0.5_c2,bgs,5
0.05,0.5,1,lfm,67135,332,330,10,10,30,30,0.0303030303030303,0.333333333333333,V0.5_c2,bgs,5
0.05,0.5,2,emx,35851,12,12,0,0,30,30,0,0,V0.5_c2,bgs,5
0.05,0.5,2,lfm,35851,377,375,10,10,30,30,0.0266666666666667,0.333333333333333,V0.5_c2,bgs,5
0.05,0.5,5,emx,15959,61,61,3,3,30,30,0.0491803278688525,0.1,V0.5_c2,bgs,5
0.05,0.5,5,lfm,15959,377,374,11,11,30,30,0.0294117647058824,0.366666666666667,V0.5_c2,bgs,5
0.05,0.65,1,emx,66281,7,7,0,0,30,30,0,0,V0.5_c2,bgs,5
0.05,0.65,1,lfm,66281,330,328,10,10,30,30,0.0304878048780488,0.333333333333333,V0.5_c2,bgs,5
0.05,0.65,2,emx,35530,12,12,0,0,30,30,0,0,V0.5_c2,bgs,5
0.05,0.65,2,lfm,35530,371,369,10,10,30,30,0.02710027100271,0.333333333333333,V0.5_c2,bgs,5
0.05,0.65,5,emx,15924,54,54,2,2,30,30,0.037037037037037,0.0666666666666667,V0.5_c2,bgs,5
0.05,0.65,5,lfm,15924,370,367,11,11,30,30,0.0299727520435967,0.366666666666667,V0.5_c2,bgs,5
0.0125,0.35,1,emx,62710,98,98,3,4,36,35,0.0306122448979592,0.111111111111111,V0.5_c2,bgs,6
0.0125,0.35,1,lfm,62710,185,184,11,12,36,35,0.0597826086956522,0.333333333333333,V0.5_c2,bgs,6
0.0125,0.35,2,emx,31870,113,113,4,5,36,35,0.0353982300884956,0.138888888888889,V0.5_c2,bgs,6
0.0125,0.35,2,lfm,31870,189,188,13,14,36,35,0.0691489361702128,0.388888888888889,V0.5_c2,bgs,6
0.0125,0.35,5,emx,13581,109,109,5,6,36,35,0.0458715596330275,0.166666666666667,V0.5_c2,bgs,6
0.0125,0.35,5,lfm,13581,177,175,13,14,36,35,0.0742857142857143,0.388888888888889,V0.5_c2,bgs,6
0.0125,0.5,1,emx,54708,76,76,3,4,36,35,0.0394736842105263,0.111111111111111,V0.5_c2,bgs,6
0.0125,0.5,1,lfm,54708,160,159,11,12,36,35,0.0691823899371069,0.333333333333333,V0.5_c2,bgs,6
0.0125,0.5,2,emx,26712,88,88,4,5,36,35,0.0454545454545455,0.138888888888889,V0.5_c2,bgs,6
0.0125,0.5,2,lfm,26712,160,159,12,13,36,35,0.0754716981132076,0.361111111111111,V0.5_c2,bgs,6
0.0125,0.5,5,emx,12167,101,101,5,6,36,35,0.0495049504950495,0.166666666666667,V0.5_c2,bgs,6
0.0125,0.5,5,lfm,12167,168,166,14,15,36,35,0.0843373493975904,0.416666666666667,V0.5_c2,bgs,6
0.0125,0.65,1,emx,44663,57,57,3,4,36,35,0.0526315789473684,0.111111111111111,V0.5_c2,bgs,6
0.0125,0.65,1,lfm,44663,145,143,12,13,36,35,0.0839160839160839,0.361111111111111,V0.5_c2,bgs,6
0.0125,0.65,2,emx,22364,75,74,4,5,36,35,0.0540540540540541,0.138888888888889,V0.5_c2,bgs,6
0.0125,0.65,2,lfm,22364,151,149,13,14,36,35,0.087248322147651,0.388888888888889,V0.5_c2,bgs,6
0.0125,0.65,5,emx,10755,88,87,6,7,36,35,0.0689655172413793,0.194444444444444,V0.5_c2,bgs,6
0.0125,0.65,5,lfm,10755,166,163,14,15,36,35,0.0858895705521472,0.416666666666667,V0.5_c2,bgs,6
0.025,0.35,1,emx,65506,130,130,4,5,36,35,0.0307692307692308,0.138888888888889,V0.5_c2,bgs,6
0.025,0.35,1,lfm,65506,245,243,13,14,36,35,0.0534979423868313,0.388888888888889,V0.5_c2,bgs,6
0.025,0.35,2,emx,34252,140,140,5,6,36,35,0.0357142857142857,0.166666666666667,V0.5_c2,bgs,6
0.025,0.35,2,lfm,34252,253,250,14,15,36,35,0.056,0.416666666666667,V0.5_c2,bgs,6
0.025,0.35,5,emx,14798,129,129,6,7,36,35,0.0465116279069768,0.194444444444444,V0.5_c2,bgs,6
0.025,0.35,5,lfm,14798,223,219,14,15,36,35,0.0639269406392694,0.416666666666667,V0.5_c2,bgs,6
0.025,0.5,1,emx,61924,101,101,5,6,36,35,0.0495049504950495,0.166666666666667,V0.5_c2,bgs,6
0.025,0.5,1,lfm,61924,229,227,16,17,36,35,0.0704845814977974,0.472222222222222,V0.5_c2,bgs,6
0.025,0.5,2,emx,31878,123,123,6,7,36,35,0.0487804878048781,0.194444444444444,V0.5_c2,bgs,6
0.025,0.5,2,lfm,31878,238,234,16,17,36,35,0.0683760683760684,0.472222222222222,V0.5_c2,bgs,6
0.025,0.5,5,emx,13992,125,125,6,7,36,35,0.048,0.194444444444444,V0.5_c2,bgs,6
0.025,0.5,5,lfm,13992,233,228,17,18,36,35,0.0745614035087719,0.5,V0.5_c2,bgs,6
0.025,0.65,1,emx,57310,82,81,5,6,36,35,0.0617283950617284,0.166666666666667,V0.5_c2,bgs,6
0.025,0.65,1,lfm,57310,210,206,16,17,36,35,0.0776699029126214,0.472222222222222,V0.5_c2,bgs,6
0.025,0.65,2,emx,29905,103,102,6,7,36,35,0.0588235294117647,0.194444444444444,V0.5_c2,bgs,6
0.025,0.65,2,lfm,29905,218,213,16,17,36,35,0.0751173708920188,0.472222222222222,V0.5_c2,bgs,6
0.025,0.65,5,emx,13250,116,115,6,7,36,35,0.0521739130434783,0.194444444444444,V0.5_c2,bgs,6
0.025,0.65,5,lfm,13250,220,213,16,17,36,35,0.0751173708920188,0.472222222222222,V0.5_c2,bgs,6
0.05,0.35,1,emx,68389,244,243,5,5,36,35,0.0205761316872428,0.138888888888889,V0.5_c2,bgs,6
0.05,0.35,1,lfm,68389,460,456,14,14,36,35,0.0307017543859649,0.388888888888889,V0.5_c2,bgs,6
0.05,0.35,2,emx,36907,275,274,6,6,36,35,0.0218978102189781,0.166666666666667,V0.5_c2,bgs,6
0.05,0.35,2,lfm,36907,486,482,15,15,36,35,0.0311203319502075,0.416666666666667,V0.5_c2,bgs,6
0.05,0.35,5,emx,16354,221,220,6,6,36,35,0.0272727272727273,0.166666666666667,V0.5_c2,bgs,6
0.05,0.35,5,lfm,16354,412,407,15,15,36,35,0.0368550368550369,0.416666666666667,V0.5_c2,bgs,6
0.05,0.5,1,emx,67868,242,241,5,5,36,35,0.020746887966805,0.138888888888889,V0.5_c2,bgs,6
0.05,0.5,1,lfm,67868,454,450,14,14,36,35,0.0311111111111111,0.388888888888889,V0.5_c2,bgs,6
0.05,0.5,2,emx,36604,272,271,5,5,36,35,0.018450184501845,0.138888888888889,V0.5_c2,bgs,6
0.05,0.5,2,lfm,36604,482,478,15,15,36,35,0.0313807531380753,0.416666666666667,V0.5_c2,bgs,6
0.05,0.5,5,emx,16320,215,214,5,5,36,35,0.0233644859813084,0.138888888888889,V0.5_c2,bgs,6
0.05,0.5,5,lfm,16320,414,409,15,15,36,35,0.0366748166259169,0.416666666666667,V0.5_c2,bgs,6
0.05,0.65,1,emx,67059,242,241,5,5,36,35,0.020746887966805,0.138888888888889,V0.5_c2,bgs,6
0.05,0.65,1,lfm,67059,451,447,13,13,36,35,0.029082774049217,0.361111111111111,V0.5_c2,bgs,6
0.05,0.65,2,emx,36328,270,269,5,5,36,35,0.0185873605947955,0.138888888888889,V0.5_c2,bgs,6
0.05,0.65,2,lfm,36328,479,475,14,14,36,35,0.0294736842105263,0.388888888888889,V0.5_c2,bgs,6
0.05,0.65,5,emx,16271,221,220,5,5,36,35,0.0227272727272727,0.138888888888889,V0.5_c2,bgs,6
0.05,0.65,5,lfm,16271,415,410,15,15,36,35,0.0365853658536585,0.416666666666667,V0.5_c2,bgs,6
0.0125,0.35,1,emx,62111,36,36,6,6,37,35,0.166666666666667,0.162162162162162,V0.5_c2,bgs,7
0.0125,0.35,1,lfm,62111,228,226,14,15,37,35,0.0619469026548673,0.405405405405405,V0.5_c2,bgs,7
0.0125,0.35,2,emx,31628,46,46,6,6,37,35,0.130434782608696,0.162162162162162,V0.5_c2,bgs,7
0.0125,0.35,2,lfm,31628,209,207,13,14,37,35,0.0628019323671498,0.378378378378378,V0.5_c2,bgs,7
0.0125,0.35,5,emx,13500,64,64,7,7,37,35,0.109375,0.189189189189189,V0.5_c2,bgs,7
0.0125,0.35,5,lfm,13500,191,188,14,15,37,35,0.074468085106383,0.405405405405405,V0.5_c2,bgs,7
0.0125,0.5,1,emx,54323,31,31,6,6,37,35,0.193548387096774,0.162162162162162,V0.5_c2,bgs,7
0.0125,0.5,1,lfm,54323,212,210,14,15,37,35,0.0666666666666667,0.405405405405405,V0.5_c2,bgs,7
0.0125,0.5,2,emx,26545,45,45,6,6,37,35,0.133333333333333,0.162162162162162,V0.5_c2,bgs,7
0.0125,0.5,2,lfm,26545,207,205,13,14,37,35,0.0634146341463415,0.378378378378378,V0.5_c2,bgs,7
0.0125,0.5,5,emx,12086,63,63,6,6,37,35,0.0952380952380952,0.162162162162162,V0.5_c2,bgs,7
0.0125,0.5,5,lfm,12086,193,189,13,14,37,35,0.0687830687830688,0.378378378378378,V0.5_c2,bgs,7
0.0125,0.65,1,emx,44412,27,27,6,6,37,35,0.222222222222222,0.162162162162162,V0.5_c2,bgs,7
0.0125,0.65,1,lfm,44412,197,196,15,16,37,35,0.076530612244898,0.432432432432432,V0.5_c2,bgs,7
0.0125,0.65,2,emx,22303,37,37,6,6,37,35,0.162162162162162,0.162162162162162,V0.5_c2,bgs,7
0.0125,0.65,2,lfm,22303,208,206,15,16,37,35,0.0728155339805825,0.432432432432432,V0.5_c2,bgs,7
0.0125,0.65,5,emx,10807,52,52,6,6,37,35,0.115384615384615,0.162162162162162,V0.5_c2,bgs,7
0.0125,0.65,5,lfm,10807,196,192,14,15,37,35,0.0729166666666667,0.405405405405405,V0.5_c2,bgs,7
0.025,0.35,1,emx,64689,43,43,4,5,37,35,0.0930232558139535,0.135135135135135,V0.5_c2,bgs,7
0.025,0.35,1,lfm,64689,261,259,12,14,37,35,0.0463320463320463,0.378378378378378,V0.5_c2,bgs,7
0.025,0.35,2,emx,33824,65,65,4,5,37,35,0.0615384615384615,0.135135135135135,V0.5_c2,bgs,7
0.025,0.35,2,lfm,33824,254,251,11,13,37,35,0.0438247011952191,0.351351351351351,V0.5_c2,bgs,7
0.025,0.35,5,emx,14529,82,82,5,6,37,35,0.0609756097560976,0.162162162162162,V0.5_c2,bgs,7
0.025,0.35,5,lfm,14529,230,225,12,14,37,35,0.0533333333333333,0.378378378378378,V0.5_c2,bgs,7
0.025,0.5,1,emx,61042,33,33,4,5,37,35,0.121212121212121,0.135135135135135,V0.5_c2,bgs,7
0.025,0.5,1,lfm,61042,240,238,12,14,37,35,0.0504201680672269,0.378378378378378,V0.5_c2,bgs,7
0.025,0.5,2,emx,31392,56,56,4,5,37,35,0.0714285714285714,0.135135135135135,V0.5_c2,bgs,7
0.025,0.5,2,lfm,31392,235,233,11,13,37,35,0.0472103004291846,0.351351351351351,V0.5_c2,bgs,7
0.025,0.5,5,emx,13737,77,77,5,6,37,35,0.0649350649350649,0.162162162162162,V0.5_c2,bgs,7
0.025,0.5,5,lfm,13737,227,224,12,14,37,35,0.0535714285714286,0.378378378378378,V0.5_c2,bgs,7
0.025,0.65,1,emx,56612,30,30,5,6,37,35,0.166666666666667,0.162162162162162,V0.5_c2,bgs,7
0.025,0.65,1,lfm,56612,213,213,12,14,37,35,0.0563380281690141,0.378378378378378,V0.5_c2,bgs,7
0.025,0.65,2,emx,29504,46,46,5,6,37,35,0.108695652173913,0.162162162162162,V0.5_c2,bgs,7
0.025,0.65,2,lfm,29504,229,227,13,15,37,35,0.0572687224669604,0.405405405405405,V0.5_c2,bgs,7
0.025,0.65,5,emx,13108,74,74,5,6,37,35,0.0675675675675676,0.162162162162162,V0.5_c2,bgs,7
0.025,0.65,5,lfm,13108,221,219,12,14,37,35,0.0547945205479452,0.378378378378378,V0.5_c2,bgs,7
0.05,0.35,1,emx,67689,117,117,5,5,37,35,0.0427350427350427,0.135135135135135,V0.5_c2,bgs,7
0.05,0.35,1,lfm,67689,425,423,14,14,37,35,0.033096926713948,0.378378378378378,V0.5_c2,bgs,7
0.05,0.35,2,emx,36551,142,142,6,6,37,35,0.0422535211267606,0.162162162162162,V0.5_c2,bgs,7
0.05,0.35,2,lfm,36551,422,418,13,13,37,35,0.0311004784688995,0.351351351351351,V0.5_c2,bgs,7
0.05,0.35,5,emx,16148,137,137,7,7,37,35,0.0510948905109489,0.189189189189189,V0.5_c2,bgs,7
0.05,0.35,5,lfm,16148,354,349,13,13,37,35,0.0372492836676218,0.351351351351351,V0.5_c2,bgs,7
0.05,0.5,1,emx,67096,116,116,5,5,37,35,0.0431034482758621,0.135135135135135,V0.5_c2,bgs,7
0.05,0.5,1,lfm,67096,421,419,14,14,37,35,0.0334128878281623,0.378378378378378,V0.5_c2,bgs,7
0.05,0.5,2,emx,36183,143,143,6,6,37,35,0.041958041958042,0.162162162162162,V0.5_c2,bgs,7
0.05,0.5,2,lfm,36183,420,416,13,13,37,35,0.03125,0.351351351351351,V0.5_c2,bgs,7
0.05,0.5,5,emx,16103,143,143,7,7,37,35,0.048951048951049,0.189189189189189,V0.5_c2,bgs,7
0.05,0.5,5,lfm,16103,364,359,13,13,37,35,0.0362116991643454,0.351351351351351,V0.5_c2,bgs,7
0.05,0.65,1,emx,66305,106,106,5,5,37,35,0.0471698113207547,0.135135135135135,V0.5_c2,bgs,7
0.05,0.65,1,lfm,66305,416,414,14,14,37,35,0.0338164251207729,0.378378378378378,V0.5_c2,bgs,7
0.05,0.65,2,emx,35886,143,143,6,6,37,35,0.041958041958042,0.162162162162162,V0.5_c2,bgs,7
0.05,0.65,2,lfm,35886,414,411,13,13,37,35,0.0316301703163017,0.351351351351351,V0.5_c2,bgs,7
0.05,0.65,5,emx,16045,143,143,7,7,37,35,0.048951048951049,0.189189189189189,V0.5_c2,bgs,7
0.05,0.65,5,lfm,16045,363,359,13,13,37,35,0.0362116991643454,0.351351351351351,V0.5_c2,bgs,7
0.0125,0.35,1,emx,62639,91,89,8,9,35,34,0.0898876404494382,0.257142857142857,V0.5_c2,bgs,8
0.0125,0.35,1,lfm,62639,125,124,8,9,35,34,0.0645161290322581,0.257142857142857,V0.5_c2,bgs,8
0.0125,0.35,2,emx,31622,93,91,8,9,35,34,0.0879120879120879,0.257142857142857,V0.5_c2,bgs,8
0.0125,0.35,2,lfm,31622,132,131,9,10,35,34,0.0687022900763359,0.285714285714286,V0.5_c2,bgs,8
0.0125,0.35,5,emx,13195,78,76,8,9,35,34,0.105263157894737,0.257142857142857,V0.5_c2,bgs,8
0.0125,0.35,5,lfm,13195,127,125,10,11,35,34,0.08,0.314285714285714,V0.5_c2,bgs,8
0.0125,0.5,1,emx,55029,76,75,6,7,35,34,0.08,0.2,V0.5_c2,bgs,8
0.0125,0.5,1,lfm,55029,119,119,8,9,35,34,0.0672268907563025,0.257142857142857,V0.5_c2,bgs,8
0.0125,0.5,2,emx,26696,81,80,7,8,35,34,0.0875,0.228571428571429,V0.5_c2,bgs,8
0.0125,0.5,2,lfm,26696,118,118,8,9,35,34,0.0677966101694915,0.257142857142857,V0.5_c2,bgs,8
0.0125,0.5,5,emx,11926,73,72,8,9,35,34,0.111111111111111,0.257142857142857,V0.5_c2,bgs,8
0.0125,0.5,5,lfm,11926,131,130,10,11,35,34,0.0769230769230769,0.314285714285714,V0.5_c2,bgs,8
0.0125,0.65,1,emx,45214,67,66,6,7,35,34,0.0909090909090909,0.2,V0.5_c2,bgs,8
0.0125,0.65,1,lfm,45214,104,104,9,9,35,34,0.0865384615384615,0.257142857142857,V0.5_c2,bgs,8
0.0125,0.65,2,emx,22555,74,73,7,8,35,34,0.0958904109589041,0.228571428571429,V0.5_c2,bgs,8
0.0125,0.65,2,lfm,22555,115,115,9,9,35,34,0.0782608695652174,0.257142857142857,V0.5_c2,bgs,8
0.0125,0.65,5,emx,10637,71,70,8,9,35,34,0.114285714285714,0.257142857142857,V0.5_c2,bgs,8
0.0125,0.65,5,lfm,10637,123,122,11,11,35,34,0.0901639344262295,0.314285714285714,V0.5_c2,bgs,8
0.025,0.35,1,emx,65145,108,107,8,8,35,34,0.0747663551401869,0.228571428571429,V0.5_c2,bgs,8
0.025,0.35,1,lfm,65145,152,151,9,9,35,34,0.0596026490066225,0.257142857142857,V0.5_c2,bgs,8
0.025,0.35,2,emx,33762,113,111,8,8,35,34,0.0720720720720721,0.228571428571429,V0.5_c2,bgs,8
0.025,0.35,2,lfm,33762,158,157,9,9,35,34,0.0573248407643312,0.257142857142857,V0.5_c2,bgs,8
0.025,0.35,5,emx,14266,101,100,9,9,35,34,0.09,0.257142857142857,V0.5_c2,bgs,8
