tag	cell	rep	env	method	scheme	B	mean_null	max_null	n_obs_regions	TP	FP	ratio_null_obs	FDP_truth
bgs	V0.5_c1	8	10	emmax_consensus	group	200	0.43	4	0	0	0		
bgs	V0.5_c1	8	10	emmax_consensus	mvn	200	0.07	2	0	0	0		
bgs	V0.5_c1	8	10	emmax_consensus	spatial	200	0.28	4	0	0	0		
bgs	V0.5_c1	8	10	emmax_simes	group	200	0.45	5	0	0	0		
bgs	V0.5_c1	8	10	emmax_simes	mvn	200	0.04	2	0	0	0		
bgs	V0.5_c1	8	10	emmax_simes	spatial	200	0.195	4	0	0	0		
bgs	V0.5_c1.5	2	1	emmax_consensus	group	200	0.82	7	3	1	2	0.273333333333333	0.666666666666667
bgs	V0.5_c1.5	2	1	emmax_consensus	mvn	200	0.05	3	3	1	2	0.0166666666666667	0.666666666666667
bgs	V0.5_c1.5	2	1	emmax_consensus	spatial	200	7.345	56	3	1	2	2.44833333333333	0.666666666666667
bgs	V0.5_c1.5	2	1	emmax_simes	group	200	0.75	5	4	1	3	0.1875	0.75
bgs	V0.5_c1.5	2	1	emmax_simes	mvn	200	0.055	2	4	1	3	0.01375	0.75
bgs	V0.5_c1.5	2	1	emmax_simes	spatial	200	5.525	42	4	1	3	1.38125	0.75
bgs	V0.5_c1.5	2	2	emmax_consensus	group	200	3.845	11	6	0	6	0.640833333333333	1
bgs	V0.5_c1.5	2	2	emmax_consensus	mvn	200	0.055	2	6	0	6	0.00916666666666667	1
bgs	V0.5_c1.5	2	2	emmax_consensus	spatial	200	9.425	45	6	0	6	1.57083333333333	1
bgs	V0.5_c1.5	2	2	emmax_simes	group	200	3.295	10	0	0	0		
bgs	V0.5_c1.5	2	2	emmax_simes	mvn	200	0.055	2	0	0	0		
bgs	V0.5_c1.5	2	2	emmax_simes	spatial	200	7.395	39	0	0	0		
bgs	V0.5_c1.5	2	3	emmax_consensus	group	200	0.845	5	2	1	1	0.4225	0.5
bgs	V0.5_c1.5	2	3	emmax_consensus	mvn	200	0.065	1	2	1	1	0.0325	0.5
bgs	V0.5_c1.5	2	3	emmax_consensus	spatial	200	5.73	32	2	1	1	2.865	0.5
bgs	V0.5_c1.5	2	3	emmax_simes	group	200	0.605	7	2	1	1	0.3025	0.5
bgs	V0.5_c1.5	2	3	emmax_simes	mvn	200	0.055	2	2	1	1	0.0275	0.5
bgs	V0.5_c1.5	2	3	emmax_simes	spatial	200	4.725	31	2	1	1	2.3625	0.5
bgs	V0.5_c1.5	2	4	emmax_consensus	group	200	0.28	2	0	0	0		
bgs	V0.5_c1.5	2	4	emmax_consensus	mvn	200	0.09	3	0	0	0		
bgs	V0.5_c1.5	2	4	emmax_consensus	spatial	200	7.2	45	0	0	0		
bgs	V0.5_c1.5	2	4	emmax_simes	group	200	0.33	3	2	0	2	0.165	1
bgs	V0.5_c1.5	2	4	emmax_simes	mvn	200	0.07	3	2	0	2	0.035	1
bgs	V0.5_c1.5	2	4	emmax_simes	spatial	200	5.75	43	2	0	2	2.875	1
bgs	V0.5_c1.5	2	5	emmax_consensus	group	200	1.275	8	0	0	0		
bgs	V0.5_c1.5	2	5	emmax_consensus	mvn	200	0.065	2	0	0	0		
bgs	V0.5_c1.5	2	5	emmax_consensus	spatial	200	12.515	48	0	0	0		
bgs	V0.5_c1.5	2	5	emmax_simes	group	200	1.18	6	0	0	0		
bgs	V0.5_c1.5	2	5	emmax_simes	mvn	200	0.035	1	0	0	0		
bgs	V0.5_c1.5	2	5	emmax_simes	spatial	200	8.34	40	0	0	0		
bgs	V0.5_c1.5	2	6	emmax_consensus	group	200	4.81	16	4	0	4	1.2025	1
bgs	V0.5_c1.5	2	6	emmax_consensus	mvn	200	0.055	1	4	0	4	0.01375	1
bgs	V0.5_c1.5	2	6	emmax_consensus	spatial	200	12.875	52	4	0	4	3.21875	1
bgs	V0.5_c1.5	2	6	emmax_simes	group	200	5.01	18	0	0	0		
bgs	V0.5_c1.5	2	6	emmax_simes	mvn	200	0.03	1	0	0	0		
bgs	V0.5_c1.5	2	6	emmax_simes	spatial	200	10.595	45	0	0	0		
bgs	V0.5_c1.5	2	7	emmax_consensus	group	200	0.48	4	1	1	0	0.48	0
bgs	V0.5_c1.5	2	7	emmax_consensus	mvn	200	0.05	2	1	1	0	0.05	0
bgs	V0.5_c1.5	2	7	emmax_consensus	spatial	200	9.465	41	1	1	0	9.465	0
bgs	V0.5_c1.5	2	7	emmax_simes	group	200	0.37	4	0	0	0		
bgs	V0.5_c1.5	2	7	emmax_simes	mvn	200	0.05	2	0	0	0		
bgs	V0.5_c1.5	2	7	emmax_simes	spatial	200	7.12	36	0	0	0		
bgs	V0.5_c1.5	2	8	emmax_consensus	group	200	1.74	10	2	0	2	0.87	1
bgs	V0.5_c1.5	2	8	emmax_consensus	mvn	200	0.045	1	2	0	2	0.0225	1
bgs	V0.5_c1.5	2	8	emmax_consensus	spatial	200	10.435	42	2	0	2	5.2175	1
bgs	V0.5_c1.5	2	8	emmax_simes	group	200	1.435	8	2	0	2	0.7175	1
bgs	V0.5_c1.5	2	8	emmax_simes	mvn	200	0.06	1	2	0	2	0.03	1
bgs	V0.5_c1.5	2	8	emmax_simes	spatial	200	8.245	39	2	0	2	4.1225	1
bgs	V0.5_c1.5	2	9	emmax_consensus	group	200	0.44	5	0	0	0		
bgs	V0.5_c1.5	2	9	emmax_consensus	mvn	200	0.035	1	0	0	0		
bgs	V0.5_c1.5	2	9	emmax_consensus	spatial	200	10.83	51	0	0	0		
bgs	V0.5_c1.5	2	9	emmax_simes	group	200	0.42	4	0	0	0		
bgs	V0.5_c1.5	2	9	emmax_simes	mvn	200	0.03	1	0	0	0		
bgs	V0.5_c1.5	2	9	emmax_simes	spatial	200	8.34	39	0	0	0		
bgs	V0.5_c1.5	2	10	emmax_consensus	group	200	0.56	5	0	0	0		
bgs	V0.5_c1.5	2	10	emmax_consensus	mvn	200	0.04	1	0	0	0		
bgs	V0.5_c1.5	2	10	emmax_consensus	spatial	200	9.45	45	0	0	0		
bgs	V0.5_c1.5	2	10	emmax_simes	group	200	0.47	4	0	0	0		
bgs	V0.5_c1.5	2	10	emmax_simes	mvn	200	0.035	1	0	0	0		
bgs	V0.5_c1.5	2	10	emmax_simes	spatial	200	7.495	38	0	0	0		
bgs	V0.5_c1.5	3	1	emmax_consensus	group	200	0.505	6	0	0	0		
bgs	V0.5_c1.5	3	1	emmax_consensus	mvn	200	0.065	2	0	0	0		
bgs	V0.5_c1.5	3	1	emmax_consensus	spatial	200	6.43	37	0	0	0		
bgs	V0.5_c1.5	3	1	emmax_simes	group	200	0.335	3	0	0	0		
bgs	V0.5_c1.5	3	1	emmax_simes	mvn	200	0.06	2	0	0	0		
bgs	V0.5_c1.5	3	1	emmax_simes	spatial	200	4.99	30	0	0	0		
bgs	V0.5_c1.5	3	2	emmax_consensus	group	200	2.535	9	4	0	4	0.63375	1
bgs	V0.5_c1.5	3	2	emmax_consensus	mvn	200	0.05	3	4	0	4	0.0125	1
bgs	V0.5_c1.5	3	2	emmax_consensus	spatial	200	13.515	62	4	0	4	3.37875	1
bgs	V0.5_c1.5	3	2	emmax_simes	group	200	2.515	11	4	0	4	0.62875	1
bgs	V0.5_c1.5	3	2	emmax_simes	mvn	200	0.04	2	4	0	4	0.01	1
bgs	V0.5_c1.5	3	2	emmax_simes	spatial	200	9.415	46	4	0	4	2.35375	1
bgs	V0.5_c1.5	3	3	emmax_consensus	group	200	1.83	10	6	1	5	0.305	0.833333333333333
bgs	V0.5_c1.5	3	3	emmax_consensus	mvn	200	0.045	2	6	1	5	0.0075	0.833333333333333
bgs	V0.5_c1.5	3	3	emmax_consensus	spatial	200	12.865	60	6	1	5	2.14416666666667	0.833333333333333
bgs	V0.5_c1.5	3	3	emmax_simes	group	200	1.135	7	1	0	1	1.135	1
bgs	V0.5_c1.5	3	3	emmax_simes	mvn	200	0.045	2	1	0	1	0.045	1
bgs	V0.5_c1.5	3	3	emmax_simes	spatial	200	10.085	47	1	0	1	10.085	1
bgs	V0.5_c1.5	3	4	emmax_consensus	group	200	0.485	6	0	0	0		
bgs	V0.5_c1.5	3	4	emmax_consensus	mvn	200	0.05	2	0	0	0		
bgs	V0.5_c1.5	3	4	emmax_consensus	spatial	200	6.645	42	0	0	0		
bgs	V0.5_c1.5	3	4	emmax_simes	group	200	0.5	3	0	0	0		
bgs	V0.5_c1.5	3	4	emmax_simes	mvn	200	0.045	2	0	0	0		
bgs	V0.5_c1.5	3	4	emmax_simes	spatial	200	5.695	39	0	0	0		
bgs	V0.5_c1.5	3	5	emmax_consensus	group	200	1.05	8	1	0	1	1.05	1
bgs	V0.5_c1.5	3	5	emmax_consensus	mvn	200	0.055	1	1	0	1	0.055	1
bgs	V0.5_c1.5	3	5	emmax_consensus	spatial	200	9.33	52	1	0	1	9.33	1
bgs	V0.5_c1.5	3	5	emmax_simes	group	200	1.055	7	0	0	0		
bgs	V0.5_c1.5	3	5	emmax_simes	mvn	200	0.055	1	0	0	0		
bgs	V0.5_c1.5	3	5	emmax_simes	spatial	200	7.66	48	0	0	0		
bgs	V0.5_c1.5	3	6	emmax_consensus	group	200	6.125	16	10	0	10	0.6125	1
bgs	V0.5_c1.5	3	6	emmax_consensus	mvn	200	0.08	3	10	0	10	0.008	1
bgs	V0.5_c1.5	3	6	emmax_consensus	spatial	200	12.22	47	10	0	10	1.222	1
bgs	V0.5_c1.5	3	6	emmax_simes	group	200	6.305	19	9	0	9	0.700555555555556	1
bgs	V0.5_c1.5	3	6	emmax_simes	mvn	200	0.045	1	9	0	9	0.005	1
bgs	V0.5_c1.5	3	6	emmax_simes	spatial	200	9.07	46	9	0	9	1.00777777777778	1
bgs	V0.5_c1.5	3	7	emmax_consensus	group	200	0.95	5	6	2	4	0.158333333333333	0.666666666666667
bgs	V0.5_c1.5	3	7	emmax_consensus	mvn	200	0.05	1	6	2	4	0.00833333333333333	0.666666666666667
bgs	V0.5_c1.5	3	7	emmax_consensus	spatial	200	13.98	53	6	2	4	2.33	0.666666666666667
bgs	V0.5_c1.5	3	7	emmax_simes	group	200	0.995	8	4	2	2	0.24875	0.5
bgs	V0.5_c1.5	3	7	emmax_simes	mvn	200	0.03	1	4	2	2	0.0075	0.5
bgs	V0.5_c1.5	3	7	emmax_simes	spatial	200	11.145	40	4	2	2	2.78625	0.5
bgs	V0.5_c1.5	3	8	emmax_consensus	group	200	1.705	10	1	0	1	1.705	1
bgs	V0.5_c1.5	3	8	emmax_consensus	mvn	200	0.07	2	1	0	1	0.07	1
bgs	V0.5_c1.5	3	8	emmax_consensus	spatial	200	15.39	55	1	0	1	15.39	1
bgs	V0.5_c1.5	3	8	emmax_simes	group	200	1.39	10	0	0	0		
bgs	V0.5_c1.5	3	8	emmax_simes	mvn	200	0.07	2	0	0	0		
bgs	V0.5_c1.5	3	8	emmax_simes	spatial	200	11.87	49	0	0	0		
bgs	V0.5_c1.5	3	9	emmax_consensus	group	200	0.46	6	0	0	0		
bgs	V0.5_c1.5	3	9	emmax_consensus	mvn	200	0.055	2	0	0	0		
bgs	V0.5_c1.5	3	9	emmax_consensus	spatial	200	10.92	55	0	0	0		
bgs	V0.5_c1.5	3	9	emmax_simes	group	200	0.53	5	0	0	0		
bgs	V0.5_c1.5	3	9	emmax_simes	mvn	200	0.07	2	0	0	0		
bgs	V0.5_c1.5	3	9	emmax_simes	spatial	200	8.615	47	0	0	0		
bgs	V0.5_c1.5	3	10	emmax_consensus	group	200	0.435	5	0	0	0		
bgs	V0.5_c1.5	3	10	emmax_consensus	mvn	200	0.06	1	0	0	0		
bgs	V0.5_c1.5	3	10	emmax_consensus	spatial	200	12.64	54	0	0	0		
bgs	V0.5_c1.5	3	10	emmax_simes	group	200	0.335	4	0	0	0		
bgs	V0.5_c1.5	3	10	emmax_simes	mvn	200	0.04	1	0	0	0		
bgs	V0.5_c1.5	3	10	emmax_simes	spatial	200	8.845	53	0	0	0		
bgs	V0.5_c1.5	6	1	emmax_consensus	group	200	0.33	3	1	1	0	0.33	0
bgs	V0.5_c1.5	6	1	emmax_consensus	mvn	200	0.07	2	1	1	0	0.07	0
bgs	V0.5_c1.5	6	1	emmax_consensus	spatial	200	9.715	45	1	1	0	9.715	0
bgs	V0.5_c1.5	6	1	emmax_simes	group	200	0.315	3	1	1	0	0.315	0
bgs	V0.5_c1.5	6	1	emmax_simes	mvn	200	0.06	1	1	1	0	0.06	0
bgs	V0.5_c1.5	6	1	emmax_simes	spatial	200	7.36	37	1	1	0	7.36	0
bgs	V0.5_c1.5	6	2	emmax_consensus	group	200	7.21	19	10	1	9	0.721	0.9
bgs	V0.5_c1.5	6	2	emmax_consensus	mvn	200	0.055	2	10	1	9	0.0055	0.9
bgs	V0.5_c1.5	6	2	emmax_consensus	spatial	200	17.11	51	10	1	9	1.711	0.9
bgs	V0.5_c1.5	6	2	emmax_simes	group	200	6.845	20	9	1	8	0.760555555555556	0.888888888888889
bgs	V0.5_c1.5	6	2	emmax_simes	mvn	200	0.065	3	9	1	8	0.00722222222222222	0.888888888888889
bgs	V0.5_c1.5	6	2	emmax_simes	spatial	200	13.15	55	9	1	8	1.46111111111111	0.888888888888889
bgs	V0.5_c1.5	6	3	emmax_consensus	group	200	0.43	4	1	0	1	0.43	1
bgs	V0.5_c1.5	6	3	emmax_consensus	mvn	200	0.085	3	1	0	1	0.085	1
bgs	V0.5_c1.5	6	3	emmax_consensus	spatial	200	10.96	46	1	0	1	10.96	1
bgs	V0.5_c1.5	6	3	emmax_simes	group	200	0.35	4	2	0	2	0.175	1
bgs	V0.5_c1.5	6	3	emmax_simes	mvn	200	0.065	2	2	0	2	0.0325	1
bgs	V0.5_c1.5	6	3	emmax_simes	spatial	200	8.995	40	2	0	2	4.4975	1
bgs	V0.5_c1.5	6	4	emmax_consensus	group	200	0.13	2	0	0	0		
bgs	V0.5_c1.5	6	4	emmax_consensus	mvn	200	0.05	1	0	0	0		
bgs	V0.5_c1.5	6	4	emmax_consensus	spatial	200	8.275	40	0	0	0		
bgs	V0.5_c1.5	6	4	emmax_simes	group	200	0.065	2	0	0	0		
bgs	V0.5_c1.5	6	4	emmax_simes	mvn	200	0.035	1	0	0	0		
bgs	V0.5_c1.5	6	4	emmax_simes	spatial	200	6.345	43	0	0	0		
bgs	V0.5_c1.5	6	5	emmax_consensus	group	200	1.24	7	2	0	2	0.62	1
bgs	V0.5_c1.5	6	5	emmax_consensus	mvn	200	0.075	3	2	0	2	0.0375	1
bgs	V0.5_c1.5	6	5	emmax_consensus	spatial	200	10.17	43	2	0	2	5.085	1
bgs	V0.5_c1.5	6	5	emmax_simes	group	200	0.925	8	0	0	0		
bgs	V0.5_c1.5	6	5	emmax_simes	mvn	200	0.045	2	0	0	0		
bgs	V0.5_c1.5	6	5	emmax_simes	spatial	200	7.02	43	0	0	0		
bgs	V0.5_c1.5	6	6	emmax_consensus	group	200	6.03	19	0	0	0		
bgs	V0.5_c1.5	6	6	emmax_consensus	mvn	200	0.06	2	0	0	0		
bgs	V0.5_c1.5	6	6	emmax_consensus	spatial	200	10.305	54	0	0	0		
bgs	V0.5_c1.5	6	6	emmax_simes	group	200	6.655	19	3	1	2	2.21833333333333	0.666666666666667
bgs	V0.5_c1.5	6	6	emmax_simes	mvn	200	0.07	2	3	1	2	0.0233333333333333	0.666666666666667
bgs	V0.5_c1.5	6	6	emmax_simes	spatial	200	8.97	53	3	1	2	2.99	0.666666666666667
bgs	V0.5_c1.5	6	7	emmax_consensus	group	200	0.53	5	1	1	0	0.53	0
bgs	V0.5_c1.5	6	7	emmax_consensus	mvn	200	0.065	2	1	1	0	0.065	0
bgs	V0.5_c1.5	6	7	emmax_consensus	spatial	200	9.61	44	1	1	0	9.61	0
bgs	V0.5_c1.5	6	7	emmax_simes	group	200	0.485	3	0	0	0		
bgs	V0.5_c1.5	6	7	emmax_simes	mvn	200	0.08	2	0	0	0		
bgs	V0.5_c1.5	6	7	emmax_simes	spatial	200	6	40	0	0	0		
bgs	V0.5_c1.5	6	8	emmax_consensus	group	200	1.75	10	2	1	1	0.875	0.5
bgs	V0.5_c1.5	6	8	emmax_consensus	mvn	200	0.105	3	2	1	1	0.0525	0.5
bgs	V0.5_c1.5	6	8	emmax_consensus	spatial	200	13.39	51	2	1	1	6.695	0.5
bgs	V0.5_c1.5	6	8	emmax_simes	group	200	1.7	10	0	0	0		
bgs	V0.5_c1.5	6	8	emmax_simes	mvn	200	0.055	3	0	0	0		
bgs	V0.5_c1.5	6	8	emmax_simes	spatial	200	9.225	45	0	0	0		
bgs	V0.5_c1.5	6	9	emmax_consensus	group	200	0.32	6	0	0	0		
bgs	V0.5_c1.5	6	9	emmax_consensus	mvn	200	0.11	7	0	0	0		
bgs	V0.5_c1.5	6	9	emmax_consensus	spatial	200	9.78	56	0	0	0		
bgs	V0.5_c1.5	6	9	emmax_simes	group	200	0.33	3	0	0	0		
bgs	V0.5_c1.5	6	9	emmax_simes	mvn	200	0.1	6	0	0	0		
bgs	V0.5_c1.5	6	9	emmax_simes	spatial	200	7.615	49	0	0	0		
bgs	V0.5_c1.5	6	10	emmax_consensus	group	200	0.665	7	0	0	0		
bgs	V0.5_c1.5	6	10	emmax_consensus	mvn	200	0.07	1	0	0	0		
bgs	V0.5_c1.5	6	10	emmax_consensus	spatial	200	7.285	37	0	0	0		
bgs	V0.5_c1.5	6	10	emmax_simes	group	200	1.21	8	2	1	1	0.605	0.5
bgs	V0.5_c1.5	6	10	emmax_simes	mvn	200	0.065	2	2	1	1	0.0325	0.5
bgs	V0.5_c1.5	6	10	emmax_simes	spatial	200	6.345	34	2	1	1	3.1725	0.5
bgs	V0.5_c1.5	8	1	emmax_consensus	group	200	0.19	4	0	0	0		
bgs	V0.5_c1.5	8	1	emmax_consensus	mvn	200	0.035	2	0	0	0		
bgs	V0.5_c1.5	8	1	emmax_consensus	spatial	200	7.24	36	0	0	0		
bgs	V0.5_c1.5	8	1	emmax_simes	group	200	0.18	2	0	0	0		
bgs	V0.5_c1.5	8	1	emmax_simes	mvn	200	0.025	2	0	0	0		
bgs	V0.5_c1.5	8	1	emmax_simes	spatial	200	4.795	28	0	0	0		
bgs	V0.5_c1.5	8	2	emmax_consensus	group	200	3.325	13	8	1	7	0.415625	0.875
bgs	V0.5_c1.5	8	2	emmax_consensus	mvn	200	0.03	1	8	1	7	0.00375	0.875
bgs	V0.5_c1.5	8	2	emmax_consensus	spatial	200	12.52	57	8	1	7	1.565	0.875
bgs	V0.5_c1.5	8	2	emmax_simes	group	200	3.215	14	9	1	8	0.357222222222222	0.888888888888889
bgs	V0.5_c1.5	8	2	emmax_simes	mvn	200	0.01	1	9	1	8	0.00111111111111111	0.888888888888889
bgs	V0.5_c1.5	8	2	emmax_simes	spatial	200	9.725	45	9	1	8	1.08055555555556	0.888888888888889
bgs	V0.5_c1.5	8	3	emmax_consensus	group	200	1.335	8	2	0	2	0.6675	1
bgs	V0.5_c1.5	8	3	emmax_consensus	mvn	200	0.05	2	2	0	2	0.025	1
bgs	V0.5_c1.5	8	3	emmax_consensus	spatial	200	14.2	58	2	0	2	7.1	1
bgs	V0.5_c1.5	8	3	emmax_simes	group	200	0.665	4	0	0	0		
bgs	V0.5_c1.5	8	3	emmax_simes	mvn	200	0.045	2	0	0	0		
bgs	V0.5_c1.5	8	3	emmax_simes	spatial	200	10.915	55	0	0	0		
bgs	V0.5_c1.5	8	4	emmax_consensus	group	200	0.115	3	0	0	0		
bgs	V0.5_c1.5	8	4	emmax_consensus	mvn	200	0.045	2	0	0	0		
bgs	V0.5_c1.5	8	4	emmax_consensus	spatial	200	4.665	46	0	0	0		
bgs	V0.5_c1.5	8	4	emmax_simes	group	200	0.115	3	0	0	0		
bgs	V0.5_c1.5	8	4	emmax_simes	mvn	200	0.065	3	0	0	0		
bgs	V0.5_c1.5	8	4	emmax_simes	spatial	200	3.77	33	0	0	0		
bgs	V0.5_c1.5	8	5	emmax_consensus	group	200	1.75	7	6	2	4	0.291666666666667	0.666666666666667
bgs	V0.5_c1.5	8	5	emmax_consensus	mvn	200	0.05	1	6	2	4	0.00833333333333333	0.666666666666667
bgs	V0.5_c1.5	8	5	emmax_consensus	spatial	200	12.365	52	6	2	4	2.06083333333333	0.666666666666667
bgs	V0.5_c1.5	8	5	emmax_simes	group	200	1.645	9	3	2	1	0.548333333333333	0.333333333333333
bgs	V0.5_c1.5	8	5	emmax_simes	mvn	200	0.065	2	3	2	1	0.0216666666666667	0.333333333333333
bgs	V0.5_c1.5	8	5	emmax_simes	spatial	200	9.705	39	3	2	1	3.235	0.333333333333333
bgs	V0.5_c1.5	8	6	emmax_consensus	group	200	5.135	19	13	1	12	0.395	0.923076923076923
bgs	V0.5_c1.5	8	6	emmax_consensus	mvn	200	0.025	2	13	1	12	0.00192307692307692	0.923076923076923
bgs	V0.5_c1.5	8	6	emmax_consensus	spatial	200	10.185	43	13	1	12	0.783461538461539	0.923076923076923
bgs	V0.5_c1.5	8	6	emmax_simes	group	200	4.795	20	13	1	12	0.368846153846154	0.923076923076923
bgs	V0.5_c1.5	8	6	emmax_simes	mvn	200	0.03	1	13	1	12	0.00230769230769231	0.923076923076923
bgs	V0.5_c1.5	8	6	emmax_simes	spatial	200	6.825	39	13	1	12	0.525	0.923076923076923
bgs	V0.5_c1.5	8	7	emmax_consensus	group	200	0.37	3	0	0	0		
bgs	V0.5_c1.5	8	7	emmax_consensus	mvn	200	0.03	2	0	0	0		
bgs	V0.5_c1.5	8	7	emmax_consensus	spatial	200	11.685	49	0	0	0		
bgs	V0.5_c1.5	8	7	emmax_simes	group	200	0.46	4	0	0	0		
bgs	V0.5_c1.5	8	7	emmax_simes	mvn	200	0.06	2	0	0	0		
bgs	V0.5_c1.5	8	7	emmax_simes	spatial	200	9.13	44	0	0	0		
bgs	V0.5_c1.5	8	8	emmax_consensus	group	200	3.305	12	2	0	2	1.6525	1
bgs	V0.5_c1.5	8	8	emmax_consensus	mvn	200	0.075	3	2	0	2	0.0375	1
bgs	V0.5_c1.5	8	8	emmax_consensus	spatial	200	12.645	51	2	0	2	6.3225	1
bgs	V0.5_c1.5	8	8	emmax_simes	group	200	3.42	12	2	0	2	1.71	1
bgs	V0.5_c1.5	8	8	emmax_simes	mvn	200	0.055	2	2	0	2	0.0275	1
bgs	V0.5_c1.5	8	8	emmax_simes	spatial	200	10.015	52	2	0	2	5.0075	1
bgs	V0.5_c1.5	8	9	emmax_consensus	group	200	0.295	6	0	0	0		
bgs	V0.5_c1.5	8	9	emmax_consensus	mvn	200	0.04	1	0	0	0		
bgs	V0.5_c1.5	8	9	emmax_consensus	spatial	200	11.02	58	0	0	0		
bgs	V0.5_c1.5	8	9	emmax_simes	group	200	0.31	4	0	0	0		
bgs	V0.5_c1.5	8	9	emmax_simes	mvn	200	0.035	1	0	0	0		
bgs	V0.5_c1.5	8	9	emmax_simes	spatial	200	8.09	49	0	0	0		
bgs	V0.5_c1.5	8	10	emmax_consensus	group	200	0.38	4	0	0	0		
bgs	V0.5_c1.5	8	10	emmax_consensus	mvn	200	0.07	2	0	0	0		
bgs	V0.5_c1.5	8	10	emmax_consensus	spatial	200	14.64	62	0	0	0		
bgs	V0.5_c1.5	8	10	emmax_simes	group	200	0.275	4	0	0	0		
bgs	V0.5_c1.5	8	10	emmax_simes	mvn	200	0.055	2	0	0	0		
bgs	V0.5_c1.5	8	10	emmax_simes	spatial	200	12.45	51	0	0	0		
bgs	V0.5_c1.5	10	1	emmax_consensus	group	200	0.245	4	0	0	0		
bgs	V0.5_c1.5	10	1	emmax_consensus	mvn	200	0.1	4	0	0	0		
bgs	V0.5_c1.5	10	1	emmax_consensus	spatial	200	5.85	37	0	0	0		
bgs	V0.5_c1.5	10	1	emmax_simes	group	200	0.175	3	2	1	1	0.0875	0.5
bgs	V0.5_c1.5	10	1	emmax_simes	mvn	200	0.06	3	2	1	1	0.03	0.5
bgs	V0.5_c1.5	10	1	emmax_simes	spatial	200	4.745	29	2	1	1	2.3725	0.5
bgs	V0.5_c1.5	10	2	emmax_consensus	group	200	4.85	14	8	1	7	0.60625	0.875
bgs	V0.5_c1.5	10	2	emmax_consensus	mvn	200	0.045	2	8	1	7	0.005625	0.875
bgs	V0.5_c1.5	10	2	emmax_consensus	spatial	200	12.93	53	8	1	7	1.61625	0.875
bgs	V0.5_c1.5	10	2	emmax_simes	group	200	4.505	17	6	1	5	0.750833333333333	0.833333333333333
bgs	V0.5_c1.5	10	2	emmax_simes	mvn	200	0.03	1	6	1	5	0.005	0.833333333333333
bgs	V0.5_c1.5	10	2	emmax_simes	spatial	200	10.915	56	6	1	5	1.81916666666667	0.833333333333333
bgs	V0.5_c1.5	10	3	emmax_consensus	group	200	0.65	7	2	0	2	0.325	1
bgs	V0.5_c1.5	10	3	emmax_consensus	mvn	200	0.055	1	2	0	2	0.0275	1
bgs	V0.5_c1.5	10	3	emmax_consensus	spatial	200	8.76	35	2	0	2	4.38	1
bgs	V0.5_c1.5	10	3	emmax_simes	group	200	0.635	4	1	0	1	0.635	1
bgs	V0.5_c1.5	10	3	emmax_simes	mvn	200	0.065	1	1	0	1	0.065	1
bgs	V0.5_c1.5	10	3	emmax_simes	spatial	200	6.885	31	1	0	1	6.885	1
bgs	V0.5_c1.5	10	4	emmax_consensus	group	200	0.14	4	0	0	0		
bgs	V0.5_c1.5	10	4	emmax_consensus	mvn	200	0.075	2	0	0	0		
bgs	V0.5_c1.5	10	4	emmax_consensus	spatial	200	9.175	45	0	0	0		
bgs	V0.5_c1.5	10	4	emmax_simes	group	200	0.045	1	0	0	0		
bgs	V0.5_c1.5	10	4	emmax_simes	mvn	200	0.07	2	0	0	0		
bgs	V0.5_c1.5	10	4	emmax_simes	spatial	200	6.73	38	0	0	0		
bgs	V0.5_c1.5	10	5	emmax_consensus	group	200	0.78	5	0	0	0		
bgs	V0.5_c1.5	10	5	emmax_consensus	mvn	200	0.045	2	0	0	0		
bgs	V0.5_c1.5	10	5	emmax_consensus	spatial	200	13.63	57	0	0	0		
bgs	V0.5_c1.5	10	5	emmax_simes	group	200	0.655	6	0	0	0		
bgs	V0.5_c1.5	10	5	emmax_simes	mvn	200	0.03	1	0	0	0		
bgs	V0.5_c1.5	10	5	emmax_simes	spatial	200	9.925	52	0	0	0		
bgs	V0.5_c1.5	10	6	emmax_consensus	group	200	5.33	14	10	1	9	0.533	0.9
bgs	V0.5_c1.5	10	6	emmax_consensus	mvn	200	0.065	2	10	1	9	0.0065	0.9
bgs	V0.5_c1.5	10	6	emmax_consensus	spatial	200	13.485	55	10	1	9	1.3485	0.9
bgs	V0.5_c1.5	10	6	emmax_simes	group	200	5.365	14	1	1	0	5.365	0
bgs	V0.5_c1.5	10	6	emmax_simes	mvn	200	0.06	2	1	1	0	0.06	0
bgs	V0.5_c1.5	10	6	emmax_simes	spatial	200	9.74	44	1	1	0	9.74	0
bgs	V0.5_c1.5	10	7	emmax_consensus	group	200	0.55	4	3	1	2	0.183333333333333	0.666666666666667
bgs	V0.5_c1.5	10	7	emmax_consensus	mvn	200	0.035	1	3	1	2	0.0116666666666667	0.666666666666667
bgs	V0.5_c1.5	10	7	emmax_consensus	spatial	200	10.015	46	3	1	2	3.33833333333333	0.666666666666667
bgs	V0.5_c1.5	10	7	emmax_simes	group	200	0.355	3	2	1	1	0.1775	0.5
bgs	V0.5_c1.5	10	7	emmax_simes	mvn	200	0.03	1	2	1	1	0.015	0.5
bgs	V0.5_c1.5	10	7	emmax_simes	spatial	200	8.395	44	2	1	1	4.1975	0.5
bgs	V0.5_c1.5	10	8	emmax_consensus	group	200	1.38	8	2	0	2	0.69	1
bgs	V0.5_c1.5	10	8	emmax_consensus	mvn	200	0.04	2	2	0	2	0.02	1
